what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178403549
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305178413233
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178416924
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178416946
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305178428380
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178432534
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178432534
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178435435
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178436203
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178443868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178457188
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305178457197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178470225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178470981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178471802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178472658
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178475158
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178490880
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178496592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305178504050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305178504201
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305178504654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178507192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178560030
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178562292
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305178587834
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178603450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178651624
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178652761
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305178694404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178702692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178905474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178906984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178934324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178935114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305178984455
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178989175
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305178990732
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178990936
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305178990957
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305178994900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305178997091
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305179000884
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179003655
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179006028
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305179030545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179047794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179061363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179070603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179101617
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179206464
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179214382
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179218215
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179222475
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179225454
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179248940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179260741
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305179263983
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179287492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179305510
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305179306672
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179308084
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179314042
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179331861
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179336581
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179338245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179343375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179399707
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305179400253
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179411136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179440118
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305179465495
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179467262
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179467286
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179480874
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305179484731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179487636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179496396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179504452
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305179516307
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179516426
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179531876
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1305179542806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1305179546112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179550242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179556753
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179562748
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179563572
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179564516
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305179572668
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179576816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179576836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179594012
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179617119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179666018
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179667266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179692957
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305179705482
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179705667
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179705691
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179713829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179718403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179768351
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305179768949
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179774899
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179784725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305179792455
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305179797265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305179801697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180184554
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305180184563
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305180233867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180239225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180354716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180354727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180358423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180362341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180363648
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305180363685
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305180364497
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305180365440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180987246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180988040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180988669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180990002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305180990687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181029976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181032472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181033601
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181033637
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181045459
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181046162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305181052835
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305181053035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305181053986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181056748
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181088375
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181091405
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181095159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181096442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181127920
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305181129110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181130880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181134661
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181138061
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181138861
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181141372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181165602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181208633
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181209444
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181210304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181336104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181370445
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181370455
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181370645
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181371485
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181374936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181421006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181432076
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305181434136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181436016
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181437316
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181439456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181445616
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181490517
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181490527
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181500779
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305181523659
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181527079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181542440
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181543031
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181547121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305181551051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1305181551251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1305181553231
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181554221
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181559413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181569968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181701857
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181702601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181705846
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181708865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181709669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181779360
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181781013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181782441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181783116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181783923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181804782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181807406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181823187
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181825072
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1305181828525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181831360
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1305181834531
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181837050
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1305181841359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181848981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181899602
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305181899610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181901192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1305181943860
